0 0 0 0 0 0 0 55 60 80 87 32 73 0 48 10 105 38 113 6 234 0 158 12 71 15 0 181 0 47 27 14 46 30 0 159 12 0 11 36 14 62 18 5 39 27 9 0 0 0 206 7 13 14 14 12 24 63 16 29 65 15 51 47 21 35 18 36 45 20 26 90 12 78 9 39 16 46 94 20 0 0 0 0 512 47 9 17 0 36 62 152 19 0 41 15 40 47 31 12 0 131 25 76 16 29 23 0 70 80 2 8 42 2 67 0 10 35 17 8 16 0 22 0 0 0 111 22 4 4 2 2 43 0 4 25 30 31 12 14 26 0 2 24 16 0 6 10 0 31 0 0 56 2 0 3 17 0 13 0 13 63 0 0 4 3 0 0 0 14 0 0 0 22 0 3 11 14 0 0 0 16 0 0 0 0 0 4 0 0 9 0 0 2 0 0 5 0 0 0 10 0 0 5 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 24 20 17 16 4 8 0 14 6 41 32 37 0 45 0 51 21 27 7 0 75 6 10 14 26 34 25 0 115 10 0 9 21 12 57 9 10 31 33 7 9 0 0 195 6 19 27 16 14 16 53 15 14 45 8 80 44 8 33 23 36 41 23 29 66 13 81 7 38 24 41 96 24 0 0 0 0 399 30 9 2 0 31 59 106 12 0 39 9 51 54 42 19 0 103 15 77 17 25 20 0 71 80 2 9 54 4 52 0 11 32 14 12 4 0 32 0 0 0 71 10 2 8 4 0 33 0 6 36 29 24 3 12 25 8 2 0 7 0 0 0 3 14 0 0 24 2 0 3 0 0 10 0 7 10 0 2 0 0 0 3 0 4 2 0 0 0 0 4 5 0 0 0 0 9 0 5 0 0 0 6 0 0 8 0 2 0 0 0 1 0 0 0 0 0 0 8 0 2 0 0 6 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 34 17 10 17 20 6 0 9 11 42 35 39 10 22 0 59 21 18 13 0 68 8 21 16 19 44 24 0 139 8 0 13 19 12 44 14 6 28 30 15 15 0 0 197 7 13 6 19 17 18 50 13 11 35 8 55 54 8 21 15 32 55 18 26 61 13 68 12 33 12 41 91 23 0 0 0 0 517 27 17 12 0 38 61 142 10 0 45 9 43 45 42 14 0 113 24 86 20 18 19 0 55 73 5 9 33 2 70 0 15 35 2 14 8 0 31 0 0 0 57 18 4 2 6 4 40 0 4 17 18 22 0 14 28 0 0 0 6 0 0 0 0 2 0 0 20 4 1 2 0 1 4 0 19 6 0 6 0 2 0 4 0 7 5 2 0 0 0 4 16 0 0 2 0 8 0 2 0 0 2 5 0 0 3 0 0 0 0 0 4 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 21 60 85 95 52 36 0 55 5 71 52 115 11 214 0 108 29 96 9 0 162 25 73 29 12 18 24 0 163 5 0 13 42 24 52 18 8 40 28 18 8 0 0 150 9 23 21 19 17 19 52 2 28 37 17 74 30 19 43 20 19 19 16 24 61 16 101 38 17 21 24 112 52 0 0 0 0 569 48 15 19 0 38 98 127 13 0 39 35 49 66 46 18 0 102 10 61 14 16 15 0 86 37 2 8 51 8 29 0 10 43 7 13 16 6 33 0 0 0 147 18 6 6 0 6 25 0 4 27 9 10 4 3 22 0 0 42 5 0 2 12 3 15 0 0 53 12 0 5 36 0 11 0 7 54 0 6 20 4 0 0 0 10 0 2 0 0 0 4 13 8 0 2 0 13 0 2 0 0 0 4 0 2 6 0 0 0 0 0 4 2 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 28 70 85 100 51 52 0 36 8 49 66 128 4 185 0 146 23 74 23 0 170 7 63 54 7 26 42 0 188 13 0 20 48 30 58 9 1 52 17 33 6 0 0 178 6 14 9 22 52 29 91 6 17 25 22 55 47 10 38 26 46 21 8 11 90 19 95 12 17 29 33 94 35 0 0 0 0 507 43 17 7 0 26 106 144 22 0 45 38 33 45 52 22 0 89 18 51 6 16 19 0 80 34 4 7 63 8 42 0 12 22 7 12 12 8 46 0 0 0 116 20 3 5 12 5 26 0 4 20 10 3 4 9 34 0 0 44 26 0 2 13 0 5 0 0 41 6 0 0 34 0 13 0 13 60 0 2 24 2 2 2 0 20 0 2 0 0 2 4 3 9 0 0 0 4 0 0 0 0 0 2 0 4 11 0 0 0 0 0 4 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 2 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 3 50 72 89 29 50 0 57 7 49 72 93 5 193 0 132 23 85 27 0 120 0 39 36 6 77 33 0 124 8 0 21 23 27 71 14 0 50 16 6 4 0 0 165 5 6 10 36 32 24 72 10 31 21 5 111 71 22 20 3 48 57 14 25 124 39 87 24 29 23 50 52 10 0 0 0 0 486 50 13 9 0 26 166 123 17 0 25 33 62 55 76 16 0 81 18 57 8 16 16 0 83 38 3 6 20 6 44 0 4 40 5 0 10 0 32 0 0 0 53 23 15 4 6 2 7 0 2 13 21 2 12 8 16 2 2 30 18 0 24 4 0 10 0 0 74 4 0 2 18 0 7 0 19 67 0 0 0 4 0 0 0 23 0 0 0 18 0 6 17 0 0 0 0 7 0 0 0 0 4 0 0 2 3 0 0 2 0 0 8 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 10 0 9 12 9 9 0 10 4 20 4 38 0 11 0 36 25 19 18 0 47 4 25 36 14 11 8 0 115 7 0 6 16 37 72 19 0 22 9 6 4 0 0 161 3 8 8 21 33 48 69 12 30 17 11 74 51 5 59 18 42 83 1 26 74 16 28 12 23 21 55 95 24 0 0 0 0 394 37 15 20 0 18 99 101 19 0 19 40 59 72 11 12 0 100 30 21 1 13 18 0 106 41 2 3 26 18 44 0 10 60 0 4 8 0 26 0 0 0 78 13 3 6 4 0 6 0 4 16 26 0 0 4 12 0 0 0 14 0 0 0 0 0 0 0 17 2 0 4 0 0 4 0 7 2 0 0 0 3 0 2 0 6 0 0 0 0 0 0 10 0 0 2 0 4 0 2 0 0 0 2 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 4 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 22 51 42 115 68 54 0 41 13 96 35 121 7 169 0 176 26 80 26 0 131 4 44 75 22 77 13 0 156 8 0 10 37 23 54 15 9 38 22 21 2 0 0 157 25 15 18 44 30 22 85 23 29 24 13 46 51 12 48 19 55 72 2 36 95 16 94 38 16 29 35 31 43 0 0 0 0 527 32 22 20 0 37 112 71 10 0 14 34 34 39 43 16 0 99 25 21 7 6 13 0 126 32 2 3 32 25 31 0 11 50 8 6 7 6 15 0 0 0 146 22 6 2 2 4 17 0 10 55 12 4 5 6 26 0 0 28 12 0 24 2 0 4 0 0 60 0 0 4 25 0 5 0 7 56 0 0 2 2 2 0 0 12 0 0 0 10 0 3 2 28 0 0 0 12 0 0 0 0 6 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 32 24 57 89 90 69 0 32 13 76 43 133 4 155 0 197 37 63 50 0 144 13 59 33 4 104 18 0 98 12 0 14 30 31 74 19 12 24 29 16 11 0 0 220 8 14 11 38 61 20 71 13 20 32 10 65 64 14 38 40 79 58 24 51 115 21 65 13 27 20 59 48 14 0 0 0 0 663 27 5 15 0 11 106 82 7 0 29 39 101 55 8 6 0 136 18 47 7 8 36 0 62 17 2 6 21 14 78 0 6 20 12 6 8 4 12 0 0 0 107 30 2 2 11 2 26 0 6 36 10 0 9 2 11 0 0 28 20 0 8 0 0 0 0 0 65 6 2 2 26 0 6 0 10 56 0 0 0 2 0 0 0 50 0 0 2 6 0 1 11 18 0 0 0 4 0 0 0 0 0 4 0 0 4 0 0 2 0 0 4 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 34 64 32 128 74 50 0 54 10 64 40 102 4 147 0 176 48 79 17 0 165 7 94 33 7 97 27 0 123 23 0 25 43 11 82 14 8 53 30 6 9 0 0 209 19 11 6 22 28 19 91 13 32 32 21 62 57 9 52 11 88 46 12 35 182 20 67 19 18 16 45 78 21 0 0 0 0 535 39 4 16 0 12 148 99 17 0 27 44 55 40 22 10 0 80 16 63 12 21 31 0 82 43 0 8 25 6 52 0 10 39 16 18 12 2 37 0 0 0 116 12 4 0 7 0 51 0 10 30 17 4 14 7 10 0 4 25 4 0 6 7 2 8 0 0 58 7 0 4 73 0 6 0 10 34 0 0 5 4 0 4 0 6 2 0 0 42 0 5 5 2 0 0 0 12 0 0 5 0 6 3 0 0 5 0 0 2 4 0 2 7 0 0 0 0 0 2 0 0 0 0 2 0 0 0 4 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
