-123.555276 470.989067 
457.448121 39.266901 
-428.436620 -363.968752 
681.156239 -181.804581 
-513.777169 -451.770241 
138.906882 47.537652 
525.154002 -75.817386 
-184.919502 -867.636084 
317.273780 -7.360390 
295.884557 136.136126 
139.316087 -229.909085 
-131.242756 -185.107597 
241.582110 56.624710 
230.712784 -68.250912 
-109.617960 186.109848 
177.062772 -241.108527 
93.351518 529.763229 
-146.485192 110.151741 
176.873782 100.696170 
-434.803831 408.993698 
-4127.539979 3011.633980 
1170.806277 -1444.624727 
-1323.781932 -252.937435 
-875.665374 -4624.528984 
-4923.939941 -1161.734991 
852.453960 -1607.319831 
533.982883 -834.818470 
-4463.506027 -2038.722936 
-1072.052590 -1017.097655 
-1805.840263 -703.649128 
-1470.317186 1383.642009 
-1544.347540 1057.876836 
1671.196991 209.597011 
1517.309254 361.311765 
-398.348657 502.289904 
1154.950800 -3360.480075 
197.673818 3579.974434 
-879.040091 -453.006636 
159.307227 -170.344859 
-298.699214 586.719135 
94.896733 -243.351513 
273.337000 344.462548 
-846.514552 -500.351386 
-356.777483 -153.668060 
-374.598243 -131.665641 
329.357787 -263.945350 
1494.089358 -271.102204 
-0.141191 -149.372201 
-16.070623 -485.090235 
223.876880 706.209669 
486.284402 324.263059 
152.664604 517.130341 
211.399704 -159.897031 
552.736673 -227.584337 
234.901865 -57.482929 
340.716102 -835.171683 
-1015.511169 626.166945 
-40.594446 170.810553 
273.353542 -63.878393 
277.890180 8.749984 
-946.225305 -2654.276410 
1175.212612 -249.139355 
-254.490603 2455.962910 
-1797.284960 -861.455069 
-1683.288263 -1174.150124 
1881.194404 -71.113268 
5487.055142 -4994.126927 
-360.462430 1660.246297 
181.072754 -1027.980785 
21.711367 3514.218408 
1452.074302 243.527026 
102.888783 1527.623781 
2829.710932 -819.324843 
1209.891625 -2179.949749 
1514.015060 5.957384 
2041.780467 -3116.692728 
-1685.539423 4185.915463 
1023.883950 -1128.737513 
146.025873 -812.568769 
3176.152190 1231.521882 
-83.382668 168.406457 
382.713528 -103.671662 
391.313210 -273.527055 
-520.642878 234.705325 
-49.015088 -81.426638 
422.922223 160.836416 
257.883329 -183.782856 
338.302808 -355.836328 
906.927871 -1121.081942 
197.356487 -195.767404 
457.551008 -826.272531 
866.697993 -614.432654 
446.623542 157.678000 
-47.195042 50.511254 
-156.208682 -116.813714 
-563.053402 -25.535935 
-592.089746 -286.662099 
-93.015976 768.311025 
1213.020731 -1090.313710 
767.973032 -512.044499 
-2553.107249 -929.353543 
3035.483185 2703.242416 
2569.373292 1659.022707 
-3640.917304 -3908.816357 
-1133.567873 -1904.090138 
1956.279223 -2288.368845 
1139.524466 -3611.315091 
-3950.533730 -793.073648 
1981.792907 -336.453907 
-137.706962 1906.731252 
3136.707524 -160.439896 
-928.965234 2223.269162 
2675.831634 -1676.111801 
-416.005467 -459.157542 
-1513.765184 -465.895548 
-356.429264 2357.195807 
-2383.234387 1016.374491 
4751.698372 -5616.850753 
383.120408 -6202.978843 
5341.872160 -5494.734085 
6.545319 103.314584 
604.458780 -774.592870 
-134.555769 247.234023 
-118.977254 -916.532515 
-18.575284 144.313905 
809.242191 279.561274 
250.685915 287.373209 
360.271770 142.802117 
543.386227 -38.900649 
271.794979 708.414583 
-383.402964 -198.646507 
-85.713210 635.581406 
375.958018 -173.680589 
274.494232 -70.801768 
344.992491 -340.559790 
681.675008 842.034021 
-133.916022 -184.402422 
42.456418 -36.742331 
523.025569 -232.661400 
354.468946 -2.059486 
-1250.436310 1172.905777 
-207.947253 4043.001240 
-828.899904 614.534736 
-1126.850506 -3770.842351 
-581.464828 1162.335013 
7261.146725 -2446.020028 
710.221415 782.980056 
-1741.084969 -119.752393 
2489.584549 656.457557 
-130.255745 2946.918973 
-1643.261301 -2314.208830 
1287.569468 3021.599345 
3874.219850 -2330.271215 
1711.202365 1136.485061 
-1756.312864 -3503.478000 
2439.605149 2214.447898 
-1038.150269 -3922.524596 
1113.962197 -1928.134256 
568.582432 -1680.710562 
1782.637779 2054.388044 
