N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.92   0.92   0.95   0.95 N/A   0.74 N/A   0.91   0.91 N/A   0.92   0.78   0.95 N/A   0.96   0.91 N/A N/A N/A   0.80   0.91   0.99   0.99   0.83 N/A N/A   0.81 N/A N/A N/A N/A   0.89 N/A   0.86 N/A   0.95   0.71   0.89   0.97   0.81   0.72   0.78   0.94   0.91   0.86   0.80 N/A N/A   0.95 N/A N/A   0.93 N/A   0.97 N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A   0.83   0.75   0.76 N/A   0.73   0.71 N/A   0.78 N/A   0.84 N/A   0.79 N/A N/A N/A   0.85 N/A   0.74   0.76   0.78   0.71   0.77   0.98 N/A N/A   0.79 N/A N/A N/A   0.79 N/A N/A   0.72 N/A   0.71   0.74   0.83   0.83 N/A N/A N/A   0.78 N/A   0.77 N/A N/A N/A N/A N/A N/A   0.80 N/A   0.83 N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A   0.82 N/A N/A N/A N/A N/A N/A   0.97 N/A N/A   0.74 N/A   0.90 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.88 N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.70 N/A N/A N/A N/A N/A N/A N/A N/A   0.97 N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.75 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.78   0.82   0.79   0.82 N/A   0.84   0.72   0.80   0.84 N/A   0.83   0.83   0.80 N/A   0.81   0.75 N/A N/A N/A   0.82   0.83   0.76   0.78   0.83 N/A N/A   0.98 N/A N/A N/A N/A   0.80 N/A   0.77 N/A   0.78   0.71   0.80   0.78   0.80   0.76   0.79   0.70   0.79   0.84   0.75 N/A N/A   0.79 N/A N/A   0.80 N/A   0.80 N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.75 N/A N/A N/A   0.86 N/A N/A N/A   0.91 N/A N/A N/A N/A N/A N/A   0.81 N/A N/A   0.99 N/A   0.75 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A N/A N/A N/A N/A   0.83 N/A N/A N/A   0.75   0.81   0.75 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   1.00 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.82 N/A N/A N/A N/A N/A N/A   0.95 N/A N/A   0.79 N/A   0.99 N/A N/A N/A N/A   0.73   0.74 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.94   0.89 N/A   0.77 N/A   0.78   0.80 N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   1.00 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.90   0.95   0.97   0.98 N/A N/A N/A   0.87   0.93   0.76   0.95   0.91   0.98 N/A   0.82   0.91 N/A N/A N/A   0.89   0.93   0.98   0.98   0.74 N/A N/A N/A N/A N/A N/A N/A   0.99   0.70   0.83   0.85   0.83 N/A   0.90   0.97   0.98   0.86   0.76   0.74   0.93   0.96   0.93 N/A N/A   0.86 N/A   0.74   0.92 N/A   0.96   0.84 N/A   0.74 
N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.83 N/A   0.75 N/A   0.83 N/A   0.73 N/A   0.73 N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.84 N/A N/A N/A   0.73   0.86 N/A   0.72 N/A N/A N/A   0.71   0.79 N/A N/A   0.95   0.86 N/A   0.84 N/A N/A N/A N/A N/A N/A   0.74 N/A   0.96   0.72   0.83 
  0.74   0.85   0.80   0.73 N/A   0.72   0.71   0.73   0.87 N/A   0.78 N/A   0.82 N/A   0.78 N/A N/A N/A N/A   0.81   0.86   0.78   0.75 N/A N/A N/A N/A N/A N/A N/A   0.72 N/A N/A   0.97 N/A N/A N/A   0.76   0.74 N/A N/A   0.72   0.74   0.71   0.81 N/A N/A N/A   0.74 N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.76 N/A   0.75 N/A   0.78 N/A N/A N/A   0.75 N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.79 N/A N/A N/A N/A   0.86 N/A   0.99   0.76 N/A N/A N/A   0.74 N/A N/A   0.83   0.76 N/A   0.73 N/A N/A N/A N/A   0.71 N/A   0.76 N/A   0.93 N/A   0.76 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.82 N/A   0.71 N/A N/A N/A N/A N/A N/A N/A   0.97 N/A N/A N/A N/A N/A N/A   0.87 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.72 
N/A   0.81 N/A   0.72 N/A   0.74   0.78 N/A   0.77 N/A   0.77 N/A   0.77 N/A N/A N/A   0.71 N/A   0.76   0.87   0.75 N/A   0.72 N/A N/A N/A N/A N/A   0.76 N/A   0.79 N/A N/A   0.72 N/A N/A   0.97 N/A   0.73 N/A N/A   0.76 N/A N/A   0.82 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.84   0.96   0.90   0.86 N/A   0.81   0.77   0.73   0.90 N/A   0.95 N/A   0.93 N/A   0.79 N/A   0.90 N/A   0.83   0.87   0.95   0.83   0.89   0.91 N/A N/A   0.88 N/A N/A N/A   0.77   0.79 N/A   0.80 N/A   0.81   0.84   0.98   0.94 N/A N/A N/A   0.87 N/A   0.89 N/A   0.74 N/A   0.82 N/A N/A   0.96 N/A   0.88 N/A N/A N/A 
  0.83   0.96   0.97   0.94 N/A   0.81 N/A   0.84   0.96 N/A   0.98   0.76   0.97 N/A   0.90   0.77 N/A N/A   0.82   0.86   0.97   0.92   0.96   0.89 N/A N/A   0.88 N/A N/A N/A N/A   0.89 N/A   0.85 N/A   0.91   0.83   0.95   0.99   0.76 N/A   0.76   0.90   0.82   0.89   0.75   0.77 N/A   0.93 N/A N/A   0.97 N/A   0.98 N/A N/A N/A 
  0.71 N/A   0.72 N/A N/A N/A N/A N/A N/A   0.88 N/A N/A N/A   0.85 N/A N/A N/A N/A N/A   0.76 N/A N/A N/A N/A N/A N/A N/A   0.84 N/A N/A N/A   0.88   0.89 N/A N/A   0.76 N/A N/A N/A   0.98 N/A N/A   0.85   0.87 N/A   0.95 N/A N/A N/A N/A   0.71 N/A   0.80 N/A   0.80   0.72   0.86 
  0.73 N/A   0.71 N/A   0.76 N/A N/A N/A N/A   0.80 N/A N/A N/A   0.84 N/A N/A N/A   0.80 N/A   0.75 N/A N/A N/A N/A   0.78 N/A N/A   0.73 N/A N/A N/A N/A N/A N/A N/A   0.78 N/A N/A N/A   0.73   0.99 N/A   0.81 N/A   0.74 N/A N/A N/A N/A N/A   0.77 N/A N/A N/A N/A   0.78   0.73 
N/A   0.80   0.74   0.85 N/A   0.77   0.75 N/A   0.83 N/A   0.85 N/A   0.82 N/A   0.73 N/A N/A N/A N/A N/A   0.74   0.78   0.80   0.73 N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.82 N/A N/A N/A N/A   0.81 N/A N/A   0.97   0.74 N/A   0.75 N/A N/A N/A   0.79 N/A N/A   0.71 N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A N/A N/A   0.71 N/A   0.75 N/A   0.73 N/A N/A N/A N/A N/A   0.87 N/A N/A N/A N/A N/A N/A   1.00 N/A N/A N/A N/A N/A N/A N/A   0.81 N/A N/A N/A N/A   0.71   0.84 
  0.84 N/A   0.76   0.79 N/A N/A N/A   0.75 N/A   0.81   0.73   0.96   0.75   0.76 N/A   0.94 N/A N/A N/A   0.72 N/A   0.76   0.76 N/A N/A N/A N/A N/A N/A N/A N/A   0.86   0.73 N/A   0.89 N/A N/A   0.73   0.86   0.88   0.74 N/A   0.80   0.97   0.77   0.92 N/A N/A N/A N/A N/A   0.78 N/A   0.72   0.88 N/A   0.78 
  0.71   0.94   0.78   0.81 N/A   0.76   0.82 N/A   0.90 N/A   0.90 N/A   0.90 N/A   0.75 N/A N/A N/A N/A   0.87   0.83   0.79   0.82 N/A N/A N/A N/A N/A   0.71 N/A   0.72 N/A N/A   0.85 N/A N/A   0.80 N/A   0.84 N/A N/A   0.77 N/A N/A   0.99 N/A N/A N/A   0.75 N/A N/A   0.75 N/A N/A N/A N/A N/A 
  0.85 N/A   0.78   0.72 N/A N/A N/A N/A N/A   0.95 N/A   0.78 N/A   0.93 N/A   0.77 N/A   0.79 N/A   0.81 N/A N/A N/A N/A   0.71 N/A N/A   0.84 N/A   0.70 N/A   0.94   0.88 N/A   0.82   0.80 N/A N/A   0.77   0.98   0.76 N/A   0.92   0.97 N/A   1.00 N/A N/A N/A N/A   0.78 N/A   0.80 N/A   0.88   0.80   0.93 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.99 N/A N/A   0.76 N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   1.00 N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.88   0.82   0.91   0.91 N/A N/A N/A   0.89   0.84 N/A   0.86   0.80   0.87 N/A   0.77   0.84 N/A N/A N/A   0.73   0.82   0.91   0.91 N/A N/A N/A N/A N/A N/A N/A N/A   0.71 N/A   0.76 N/A   0.78 N/A   0.84   0.93   0.74 N/A   0.73 N/A   0.88   0.81   0.76 N/A N/A   0.99 N/A N/A   0.90 N/A   0.87 N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A N/A   0.77 N/A N/A   0.71 N/A   0.85 N/A N/A N/A N/A N/A   0.71 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.95   0.76 N/A N/A N/A N/A   0.75 N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.70 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A N/A   0.82 N/A N/A N/A N/A N/A N/A N/A   0.97 N/A N/A N/A N/A N/A N/A 
  0.95   0.96   1.00   0.99 N/A   0.96   0.88   0.99   0.97   0.79   0.98   0.95   0.94   0.74   0.97   0.93 N/A N/A   0.91   0.97   0.98   0.94   0.96   0.94 N/A N/A   0.96 N/A N/A   0.72 N/A   0.95   0.70   0.94 N/A   0.98   0.88   0.92   0.91   0.92   0.89   0.92   0.96   0.93   0.98   0.83   0.95 N/A   0.96 N/A   0.76   0.98 N/A   0.97 N/A   0.72   0.81 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.84 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.75   0.77 N/A N/A   0.80 N/A N/A   0.99 N/A N/A N/A N/A 
  0.91   0.98   0.96   0.96 N/A   0.85   0.82   0.93   0.94 N/A   0.98   0.85   0.97 N/A   0.97   0.86 N/A N/A   0.88   0.95   0.98   0.93   0.81   0.80 N/A N/A   0.88 N/A   0.77   0.72 N/A   0.93 N/A   0.80 N/A   0.94   0.77   0.99   0.99   0.80   0.88   0.78   0.95   0.78   0.91 N/A N/A N/A   0.88 N/A   0.70   0.95 N/A   1.00 N/A N/A   0.86 
N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.87 N/A N/A N/A   0.83 N/A N/A N/A   0.85 N/A N/A N/A N/A N/A N/A   0.71 N/A N/A   0.84 N/A N/A N/A N/A   0.91 N/A   0.72   0.78 N/A N/A N/A   0.77 N/A N/A   0.87 N/A N/A   0.74 N/A N/A N/A N/A   0.76 N/A   0.76 N/A   1.00 N/A   0.80 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.75 N/A N/A N/A   0.89 N/A N/A N/A N/A N/A N/A   0.84 N/A N/A   0.92 N/A   0.79 N/A N/A N/A N/A N/A   0.77 N/A N/A N/A N/A N/A N/A   0.80 N/A N/A N/A N/A N/A N/A N/A   0.85 N/A N/A N/A N/A   0.97   0.79 
  0.74 N/A   0.71   0.77 N/A N/A N/A N/A N/A   0.84   0.72   0.73 N/A   0.88 N/A   0.74 N/A   0.80 N/A   0.78 N/A N/A N/A N/A   0.73 N/A N/A   0.82 N/A N/A N/A   0.84   0.85   0.75   0.75   0.79 N/A N/A   0.79   0.86   0.76 N/A   0.82   0.83   0.75   0.84 N/A N/A N/A N/A   0.77 N/A   0.81 N/A   0.82   0.78   0.97 
