12.000000 0.218750 75.000000 49.000000 213.000000 1 
15.000000 0.531250 134.000000 0.000000 0.000000 2 
8.000000 0.437500 28.000000 0.000000 0.000000 4 
20.000000 0.687500 18.000000 0.000000 8.000000 5 
9.000000 0.031250 59.000000 9.000000 97.000000 6 
12.000000 0.625000 105.000000 0.000000 0.000000 0 
21.000000 0.593750 113.000000 108.000000 411.000000 1 
19.000000 0.031250 303.000000 178.000000 211.000000 2 
25.000000 0.718750 54.000000 0.000000 202.000000 3 
16.000000 0.406250 80.000000 14.000000 7.000000 4 
29.000000 0.031250 117.000000 0.000000 105.000000 5 
18.000000 0.531250 7.000000 175.000000 0.000000 6 
21.000000 0.562500 58.000000 46.000000 11.000000 0 
10.000000 0.406250 99.000000 139.000000 335.000000 1 
14.000000 0.031250 208.000000 127.000000 0.000000 2 
14.000000 0.687500 105.000000 24.000000 30.000000 3 
15.000000 0.375000 161.000000 55.000000 41.000000 3 
10.000000 0.218750 52.000000 21.000000 65.000000 4 
20.000000 0.406250 123.000000 118.000000 31.000000 5 
11.000000 0.593750 70.000000 104.000000 0.000000 6 
13.000000 0.000000 47.000000 231.000000 0.000000 0 
15.000000 0.000000 47.000000 63.000000 279.000000 1 
17.000000 0.031250 48.000000 79.000000 0.000000 2 
17.000000 0.312500 71.000000 48.000000 0.000000 3 
15.000000 0.187500 10.000000 10.000000 0.000000 4 
20.000000 0.375000 84.000000 53.000000 47.000000 5 
14.000000 0.031250 47.000000 83.000000 0.000000 6 
16.000000 0.437500 0.000000 200.000000 0.000000 0 
13.000000 0.406250 43.000000 41.000000 331.000000 1 
13.000000 0.218750 60.000000 2.000000 0.000000 4 
19.000000 0.031250 61.000000 0.000000 4.000000 5 
11.000000 0.218750 22.000000 3.000000 0.000000 6 
14.000000 0.562500 30.000000 0.000000 0.000000 0 
15.000000 0.718750 41.000000 109.000000 71.000000 1 
16.000000 0.718750 45.000000 108.000000 0.000000 1 
22.000000 0.718750 199.000000 5.000000 2.000000 2 
20.000000 0.718750 250.000000 44.000000 109.000000 3 
13.000000 0.843750 88.000000 22.000000 80.000000 4 
23.000000 0.750000 74.000000 0.000000 0.000000 5 
14.000000 0.218750 51.000000 134.000000 7.000000 6 
16.000000 0.000000 32.000000 23.000000 0.000000 0 
15.000000 0.437500 29.000000 73.000000 189.000000 1 
19.000000 0.593750 121.000000 130.000000 0.000000 2 
14.000000 0.625000 139.000000 12.000000 0.000000 4 
25.000000 0.312500 114.000000 6.000000 4.000000 5 
15.000000 0.187500 31.000000 0.000000 0.000000 6 
22.000000 0.531250 76.000000 14.000000 0.000000 0 
18.000000 0.343750 25.000000 94.000000 322.000000 1 
20.000000 0.531250 162.000000 55.000000 0.000000 2 
21.000000 0.500000 477.000000 0.000000 0.000000 3 
21.000000 0.343750 204.000000 0.000000 0.000000 3 
15.000000 0.375000 27.000000 0.000000 0.000000 4 
13.000000 0.468750 46.000000 14.000000 60.000000 4 
26.000000 0.031250 170.000000 0.000000 7.000000 5 
12.000000 0.000000 25.000000 38.000000 310.000000 6 
21.000000 0.500000 24.000000 21.000000 0.000000 0 
16.000000 0.375000 29.000000 0.000000 226.000000 1 
15.000000 0.406250 56.000000 0.000000 8.000000 2 
18.000000 0.031250 43.000000 2.000000 0.000000 3 
18.000000 0.750000 131.000000 0.000000 0.000000 3 
11.000000 0.562500 49.000000 0.000000 2.000000 4 
