0 0.045000
1 0.035793
2 0.028459
3 0.012878
4 0.031300
5 0.014054
6 0.030312
7 0.003882
8 0.079793
9 0.000736
10 0.042908
11 0.029921
12 0.003508
13 0.067263
14 0.033947
15 0.060167
16 0.001609
17 0.000406
18 0.023199
19 0.004271
20 0.009021
21 0.002275
22 0.041798
23 0.001373
24 0.002765
25 0.058711
26 0.001191
27 0.000937
28 0.028415
29 0.001872
30 0.000103
31 0.008819
32 0.000000
