 0.50,  1.00,  1.11,  0.80,  0.62,  0.93,  0.74
 0.75,  0.13,  1.05,  0.65,  0.47,  0.95,  0.68
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.25,  0.75,  0.96,  0.70,  0.47,  0.89,  0.69
 0.63,  0.13,  0.95,  0.56,  0.26,  0.92,  0.51
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.50,  1.00,  1.04,  0.74,  0.42,  0.95,  0.66
 0.50,  1.00,  1.11,  0.77,  0.39,  0.95,  0.63
 0.75,  0.13,  0.94,  0.59,  0.44,  0.93,  0.67
 0.50,  1.00,  0.96,  0.53,  0.25,  0.92,  0.50
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.13,  0.50,  0.87,  0.51,  0.32,  0.91,  0.58
 0.50,  0.13,  0.99,  0.59,  0.21,  0.93,  0.45
 0.25,  0.50,  0.96,  0.66,  0.50,  0.90,  0.70
 0.63,  0.13,  0.94,  0.51,  0.21,  0.89,  0.45
 0.75,  0.13,  0.96,  0.63,  0.36,  0.88,  0.61
 0.63,  0.13,  0.90,  0.44,  0.16,  0.89,  0.38
 0.50,  1.00,  1.00,  1.00,  0.50,  0.86,  0.70
 0.50,  1.00,  0.83,  0.40,  0.12,  0.85,  0.31
 0.50,  0.13,  0.88,  0.50,  0.27,  0.89,  0.53
 0.50,  1.00,  1.00,  1.00,  0.50,  0.86,  0.70
 0.88,  0.50,  0.69,  0.29,  0.16,  0.83,  0.37
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.63,  0.13,  1.05,  0.65,  0.27,  0.93,  0.52
 0.38,  1.00,  0.90,  0.53,  0.16,  0.93,  0.37
 0.63,  0.13,  0.92,  0.56,  0.24,  0.87,  0.48
 0.63,  0.13,  0.85,  0.46,  0.14,  0.85,  0.33
 0.38,  1.00,  0.92,  0.67,  0.45,  0.92,  0.67
 0.63,  0.13,  0.77,  0.42,  0.15,  0.82,  0.36
 0.50,  1.00,  1.03,  0.96,  0.25,  0.96,  0.50
 0.63,  0.13,  1.23,  0.98,  0.65,  0.95,  0.75
 0.63,  0.13,  0.85,  0.54,  0.24,  0.84,  0.49
 0.50,  0.88,  0.65,  0.41,  0.20,  0.77,  0.44
 0.63,  0.13,  0.92,  0.72,  0.25,  0.87,  0.51
 0.63,  0.13,  1.01,  0.70,  0.23,  0.95,  0.48
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.50,  1.00,  1.00,  1.00,  0.50,  0.86,  0.70
 0.50,  1.00,  0.94,  0.51,  0.14,  0.92,  0.34
 0.50,  1.00,  0.98,  0.53,  0.18,  0.95,  0.41
 0.50,  1.00,  0.93,  0.56,  0.22,  0.93,  0.46
 0.50,  1.00,  0.99,  0.59,  0.28,  0.93,  0.54
 0.50,  1.00,  1.04,  0.71,  0.19,  0.95,  0.42
 0.63,  0.13,  0.96,  0.45,  0.12,  0.92,  0.31
 0.50,  1.00,  0.98,  0.47,  0.19,  0.94,  0.43
 0.50,  1.00,  0.98,  0.58,  0.17,  0.95,  0.38
 0.50,  0.50,  1.00,  1.00,  1.00,  0.80,  0.79
 0.50,  1.00,  0.96,  0.60,  0.18,  0.92,  0.40
 0.38,  0.88,  0.87,  0.48,  0.14,  0.85,  0.34
 0.50,  1.00,  1.00,  0.62,  0.14,  0.95,  0.35
 0.50,  1.00,  0.81,  0.50,  0.14,  0.82,  0.33
 0.88,  0.50,  0.98,  0.74,  0.39,  0.91,  0.63
 0.63,  0.13,  0.79,  0.47,  0.22,  0.82,  0.46
 0.63,  0.25,  0.77,  0.48,  0.21,  0.82,  0.46
 0.63,  0.13,  0.76,  0.48,  0.17,  0.77,  0.39
 0.63,  0.13,  0.93,  0.60,  0.20,  0.89,  0.44
 0.63,  0.13,  0.85,  0.56,  0.20,  0.83,  0.43
