0.992 0.992 0.000 0.000 100.000 1.000 0.000 0.000 0.029 0.029 0.000 0.000 0.029 0.029 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
1.000 0.993 0.000 0.000 100.000 0.993 0.000 0.000 1.000 0.993 0.000 0.000 1.000 0.993 0.000 0.000 0.999 0.993 0.000 0.000 0.999 0.993 0.000 0.000 0.999 0.993 0.000 0.000 0.999 0.993 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.993 0.000 0.000 0.000 0.000 0.000 0.000 1.000 0.993 0.000 0.000 0.000 0.000 0.000 0.000 0.994 0.993 0.000 0.000 0.000 0.000 0.000 0.000 0.994 0.993 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.985 0.000 0.000 0.000 0.000 0.000 0.034 0.000 0.034 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
1.000 0.000 0.989 0.000 100.000 0.000 0.989 0.000 0.028 0.000 0.028 0.000 0.028 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.998 0.000 0.000 0.000 0.000 0.000 0.000 0.998 0.998 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.030 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.999 0.997 0.000 0.000 100.000 0.997 0.000 0.000 0.038 0.038 0.000 0.000 0.038 0.038 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.967 0.967 0.000 0.000 100.000 0.994 0.000 0.000 0.967 0.967 0.000 0.000 0.999 0.994 0.000 0.000 0.967 0.967 0.000 0.000 0.977 0.977 0.000 0.000 0.967 0.967 0.000 0.000 0.977 0.977 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.989 0.000 0.000 0.000 0.000 0.000 0.000 0.995 0.989 0.000 0.000 0.000 0.000 0.000 0.000 0.972 0.972 0.000 0.000 0.000 0.000 0.000 0.000 0.972 0.972 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.974 0.000 0.000 0.000 0.000 0.000 0.026 0.000 0.026 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.999 0.000 0.927 0.000 100.000 0.000 0.927 0.000 0.027 0.000 0.027 0.000 0.027 0.000 0.027 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.997 0.000 0.000 0.000 0.000 0.000 0.000 0.996 0.996 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.028 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.986 0.903 0.000 0.000 100.000 0.903 0.000 0.000 0.031 0.031 0.000 0.000 0.031 0.031 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.906 0.870 0.000 0.000 100.000 0.870 0.000 0.000 0.906 0.870 0.000 0.000 0.974 0.870 0.000 0.000 0.711 0.711 0.000 0.000 0.711 0.711 0.000 0.000 0.711 0.711 0.000 0.000 0.711 0.711 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.934 0.000 0.000 0.000 0.000 0.000 0.000 1.000 0.934 0.000 0.000 0.000 0.000 0.000 0.000 0.862 0.862 0.000 0.000 0.000 0.000 0.000 0.000 0.862 0.862 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.997 0.000 0.000 0.000 0.000 0.000 0.018 0.000 0.018 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.994 0.000 0.570 0.000 100.000 0.000 0.570 0.000 0.037 0.000 0.037 0.000 0.037 0.000 0.037 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.979 0.000 0.000 0.000 0.000 0.000 0.000 0.990 0.979 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
0.000 0.000 0.000 0.000 100.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.041 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 0.000 
