1.00  0.80   0
0.12  0.31  1
0.76  0.77   0
0.11  0.29  1
1.00  0.82   0
0.18  0.40  1
1.00  0.84   0
0.16  0.37  1
1.00  0.84   0
0.19  0.42  1
1.00  0.83   0
0.17  0.39  1
