N/A N/A   0.75 N/A N/A N/A   0.78 N/A N/A N/A   0.97 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.88 N/A N/A   0.70 N/A   0.88 N/A   0.84 N/A N/A N/A N/A N/A N/A   0.76 N/A N/A N/A N/A N/A N/A   0.86 N/A N/A N/A N/A   0.71 N/A N/A N/A N/A N/A N/A N/A 
  0.72   0.84   0.92   0.84   0.90 N/A   0.79   0.83   0.90   0.82 N/A   0.99 N/A N/A N/A N/A   0.71 N/A N/A N/A N/A N/A N/A   0.85   0.79 N/A   0.91   0.77   0.84   0.75 N/A N/A   0.71 N/A   0.85   0.92   0.85   0.89   0.88   0.90   0.81   0.92   0.96   0.92   0.83   0.94   0.95   0.87   0.81   0.91   0.90 N/A   0.80   0.83   0.80 N/A N/A 
N/A   0.73 N/A   0.70   0.72   0.76 N/A N/A   0.80 N/A N/A N/A   0.97   0.86 N/A   0.86   0.82   0.92 N/A N/A N/A   0.81   0.72 N/A   0.78 N/A N/A N/A N/A N/A N/A   0.79   0.89 N/A   0.86 N/A N/A N/A N/A   0.76 N/A N/A N/A N/A N/A   0.80 N/A N/A N/A N/A N/A   0.77   0.92   0.79   0.87   0.73   0.80 
  0.93   0.82 N/A   0.87   0.88 N/A   0.88   0.85   0.81   0.81   0.71 N/A N/A   1.00   0.82   0.94   0.94   0.93   0.90 N/A N/A N/A N/A N/A   0.95   0.91   0.88   0.96 N/A   0.82 N/A   0.93   0.94   0.80   0.96   0.93   0.72 N/A   0.85   0.88   0.81 N/A   0.94   0.77 N/A   0.89   0.88   0.82 N/A   0.85   0.90   0.79   0.91   0.73   0.94   0.95   0.97 
  0.79   0.83   0.74   0.75   0.75   0.79   0.76   0.76   0.80   0.78   0.78   0.74 N/A N/A   0.99   0.81   0.84 N/A   0.71 N/A   0.75 N/A N/A   0.77 N/A N/A   0.77   0.73   0.75   0.80   0.73 N/A N/A   0.78   0.80 N/A N/A   0.74   0.73   0.75   0.90   0.75 N/A   0.72   0.73   0.72 N/A   0.80   0.71   0.73 N/A   0.80 N/A   0.72 N/A N/A N/A 
  0.94   0.84 N/A   0.94   0.90 N/A   0.90   0.76   0.82   0.86 N/A N/A N/A   0.95   0.81   0.98   0.98   0.97   0.88 N/A N/A N/A   0.71 N/A   0.98   0.93   0.91   0.98 N/A   0.85 N/A   0.98   0.98   0.82   0.96   0.95 N/A N/A   0.85   0.91   0.88 N/A   0.96 N/A N/A   0.94   0.90   0.84 N/A   0.87   0.91   0.85   0.93   0.86   0.97   0.97   0.97 
  0.99   0.89 N/A   0.93   0.96 N/A   0.96   0.88   0.89   0.88   0.70 N/A N/A   0.90   0.88   0.95   1.00   0.87   0.86 N/A N/A N/A N/A N/A   0.98   0.97   0.96   0.96 N/A   0.89 N/A   0.92   0.96   0.84   0.96   0.99   0.73   0.73   0.84   0.96   0.84 N/A   0.99   0.77   0.73   0.97   0.96   0.90 N/A   0.92   0.98   0.81   0.90 N/A   0.89   0.93   0.89 
  0.86   0.84 N/A   0.91   0.85 N/A   0.78   0.76   0.78   0.88 N/A N/A N/A   0.91   0.77   0.93   0.94   0.99   0.81 N/A N/A N/A N/A N/A   0.93   0.87   0.84   0.93 N/A   0.76 N/A   0.94   0.93   0.74   0.94   0.90 N/A N/A N/A   0.88   0.74 N/A   0.88 N/A N/A   0.84   0.84   0.72 N/A   0.83   0.85   0.80   0.90   0.78   0.91   0.90   0.93 
N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A N/A   1.00 N/A N/A N/A N/A N/A   0.70 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.73   0.75 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.98 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.94 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.97   0.84 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.82   0.97 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A   0.92 N/A N/A N/A N/A N/A   0.74 N/A   0.76   0.76 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.98 N/A N/A   0.71 N/A   0.84   0.87   0.78 N/A N/A N/A N/A   0.70 N/A   0.78 N/A   0.77   0.79   0.74   0.77   0.79   0.80   0.83   0.74   0.72   0.79   0.72 N/A N/A   0.73 N/A   0.77 N/A   0.77 
  0.97   0.87 N/A   0.86   0.95 N/A   0.93   0.92   0.87   0.86   0.70   0.80 N/A   0.90   0.85   0.86   0.97   0.88   0.87 N/A N/A N/A N/A N/A   1.00   0.94   0.93   0.97 N/A   0.86 N/A   0.84   0.90   0.82   0.96   0.97   0.87   0.80   0.97   0.93   0.80   0.81   0.98   0.93   0.76   0.94   0.95   0.88 N/A   0.90   0.97   0.73   0.84 N/A   0.82   0.90   0.85 
  0.91   0.75 N/A   0.86   0.83 N/A   0.85   0.86   0.76   0.83 N/A   0.73 N/A   0.96   0.75   0.92   0.89   0.89   0.93 N/A N/A N/A   0.75 N/A   0.90   0.99   0.83   0.91 N/A   0.78 N/A   0.91   0.91   0.76   0.90   0.87   0.77 N/A   0.88   0.83   0.84   0.71   0.88   0.80 N/A   0.87   0.82   0.79 N/A   0.77   0.84   0.75   0.93   0.85   0.92   0.97   0.96 
  0.95   0.96   0.97   0.90   0.97   0.78   0.96   0.83   0.98   0.90   0.78   0.98 N/A   0.85   0.90   0.77   0.91   0.87   0.81 N/A N/A   0.72 N/A   0.92   0.99   0.95   1.00   0.93   0.85   0.92   0.89 N/A   0.85   0.87   0.96   0.99   0.93   0.90   0.96   0.96   0.77   0.97   0.99   0.98   0.97   0.97   0.99   0.97 N/A   0.99   0.97   0.80 N/A   0.93   0.71   0.86   0.81 
  0.96   0.90   0.73   0.85   0.95   0.70   0.93   0.95   0.88   0.87 N/A   0.89 N/A   0.95   0.89   0.86   0.96   0.93   0.84 N/A N/A N/A N/A   0.71   0.98   0.92   0.94   1.00 N/A   0.89   0.77   0.86   0.89   0.87   0.98   0.98   0.96   0.84   0.99   0.94   0.85   0.89   0.98   0.99   0.75   0.94   0.95   0.89 N/A   0.92   0.97   0.76   0.89 N/A   0.84   0.90   0.84 
N/A N/A   0.88 N/A   0.77 N/A   0.81   0.75   0.73 N/A   0.84   0.78 N/A N/A N/A N/A N/A N/A N/A N/A   0.75 N/A N/A   0.93 N/A   0.71   0.83   0.76   0.99   0.82   0.83 N/A N/A N/A N/A   0.73 N/A   0.86 N/A   0.74   0.75   0.76   0.74   0.76   0.93   0.78   0.73 N/A   0.73   0.95   0.80 N/A   0.71   0.77   0.75 N/A   0.76 
  0.73   0.81   0.79   0.73   0.74   0.84   0.72   0.86   0.79 N/A N/A N/A N/A N/A   0.81 N/A N/A   0.74   0.85   0.77 N/A N/A N/A   0.74 N/A   0.73   0.74 N/A   0.82   0.98   0.83 N/A N/A   0.83 N/A N/A   0.81   0.86 N/A   0.73   0.75   0.85 N/A   0.74   0.79   0.72   0.73   0.77 N/A   0.79   0.72   0.84   0.72 N/A N/A N/A N/A 
  0.82   0.85   0.84   0.77 N/A   0.79 N/A N/A N/A   0.70 N/A N/A N/A N/A   0.84   0.71 N/A N/A N/A N/A   0.77 N/A N/A   0.74 N/A N/A N/A N/A   0.82   0.70   0.97   0.73   0.78 N/A N/A   0.73   0.94 N/A   0.85   0.89   0.91   0.91 N/A   0.90   0.71   0.91   0.75   0.89   0.91   0.89 N/A N/A   0.80 N/A   0.75 N/A   0.83 
  0.91   0.84 N/A   0.89   0.88 N/A   0.85   0.81   0.79   0.83 N/A N/A N/A   0.91   0.79   0.94   0.95   0.87   0.82 N/A N/A N/A N/A N/A   0.95   0.92   0.88   0.95 N/A   0.80 N/A   0.99   0.96   0.76   0.94   0.94 N/A N/A N/A   0.90   0.78 N/A   0.94 N/A N/A   0.88   0.88   0.78 N/A   0.86   0.90   0.76   0.92   0.78   0.92   0.91   0.92 
  0.90   0.86 N/A   0.90   0.87 N/A   0.86   0.83   0.82   0.86   0.71 N/A N/A   0.81   0.74   0.90   0.93   0.75   0.81 N/A N/A N/A N/A N/A   0.90   0.81   0.89   0.86 N/A   0.81 N/A   0.90   0.99   0.71   0.86   0.90 N/A N/A N/A   0.90   0.72 N/A   0.90 N/A   0.70   0.89   0.88   0.80 N/A   0.86   0.89   0.78   0.77 N/A   0.79   0.83   0.89 
  0.77 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.76 N/A   0.77 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.82 N/A N/A N/A N/A N/A   0.99 N/A N/A N/A N/A N/A N/A   0.74 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.97   0.86 N/A   0.86   0.93 N/A   0.92   0.94   0.85   0.85   0.72   0.79 N/A   0.90   0.86   0.90   0.97   0.90   0.91 N/A N/A N/A N/A N/A   0.99   0.97   0.92   1.00 N/A   0.86 N/A   0.91   0.93   0.84   1.00   0.97   0.85   0.78   0.95   0.92   0.84   0.79   0.98   0.90   0.76   0.93   0.93   0.87 N/A   0.88   0.95   0.77   0.94 N/A   0.92   0.96   0.90 
  0.99   0.98   0.85   0.91   0.99   0.83   0.99   0.91   0.97   0.90   0.83   0.93 N/A   0.98   0.98   0.90   0.97   0.97   0.94   0.74 N/A N/A   0.72   0.92   0.99   0.97   0.99   0.97   0.90   0.96   0.85   0.84   0.92   0.96   0.98   0.85   0.97   0.94   0.99   0.98   0.89   0.96   0.93   0.94   0.95   0.95   0.99   0.98 N/A   0.97   0.98   0.91   0.84 N/A   0.74   0.98   0.95 
  0.85   0.96   0.87   0.91   0.93   0.86   0.82   0.94   0.88   0.92   0.84   0.88 N/A   0.89   0.84   0.81   0.85   0.88   0.84 N/A   0.76 N/A N/A   0.91   0.85   0.73   0.92   0.80   0.93   0.91   0.84   0.71   0.85 N/A   0.94   0.88   0.98   0.94   0.98   0.95   0.85   0.90   0.87   0.94   0.92   0.86   0.88   0.92   0.79   0.90   0.82   0.87   0.81   0.94   0.81   0.88   0.91 
  0.76   0.83   0.92   0.83   0.91 N/A   0.81   0.84   0.91   0.81   0.74   0.95 N/A N/A N/A N/A   0.72 N/A N/A N/A N/A N/A N/A   0.79   0.84   0.74   0.96   0.82   0.86   0.74 N/A N/A N/A N/A   0.85   0.93   0.84   0.98   0.85   0.87   0.82   0.94   0.94   0.94   0.87   0.97   0.94   0.86   0.80   0.97   0.91 N/A   0.78 N/A   0.78 N/A N/A 
  0.98   0.98   0.81   0.89   0.98   0.79   0.98   0.94   0.96   0.90   0.76   0.99 N/A   0.98   0.97   0.89   0.99   0.97   0.92 N/A N/A N/A N/A   0.89   0.99   0.95   0.98   0.99   0.86   0.90   0.88   0.81   0.92   0.96   0.97   0.99   0.97   0.84   1.00   0.98   0.89   0.98   0.99   0.97   0.90   0.97   0.99   0.96 N/A   0.99   0.99   0.86   0.83 N/A   0.75   0.96   0.92 
  0.95   0.99   0.91   0.94   0.93   0.84   0.99   0.93   0.97   0.94   0.74   0.98 N/A   0.90   0.86   0.81   0.90   0.90   0.84 N/A N/A N/A N/A   0.91   0.94   0.89   0.95   0.92   0.86   0.94   0.88 N/A   0.83   0.79   0.96   0.96   0.96   0.93   0.99   0.99   0.82   0.94   0.94   0.95   0.92   0.86   0.94   0.99   0.73   0.95   0.94   0.84 N/A N/A N/A   0.87   0.86 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.94   0.97   0.95   0.91   0.91   0.80   0.97   0.84   0.98   0.89   0.80   0.99 N/A   0.89   0.89   0.77   0.90   0.84   0.79 N/A   0.73   0.76 N/A   0.93   0.99   0.90   0.97   0.89   0.84   0.95   0.90   0.70   0.89   0.87   0.93   0.99   0.91   0.94   0.96   0.96   0.85   0.99   0.99   0.99   0.96   0.94   0.99   0.98   0.81   0.96   0.97   0.82   0.82   0.84   0.84   0.88   0.79 
  0.99   0.95   0.91   0.90   0.99   0.80   0.97   0.93   0.95   0.90   0.80   0.99 N/A   0.95   0.96   0.87   0.98   0.95   0.92 N/A N/A   0.76 N/A   0.90   0.99   0.97   0.95   0.95   0.88   0.96   0.90   0.79   0.92   0.94   0.98   0.99   0.94   0.89   0.98   0.98   0.88   0.98   1.00   0.99   0.94   0.96   0.99   0.96 N/A   0.96   0.99   0.86   0.82 N/A   0.73   0.94   0.92 
  0.94   0.93   0.94   0.86   0.99   0.74   0.93   0.88   0.94   0.89   0.71   0.97 N/A   0.89   0.91   0.80   0.92   0.88   0.83 N/A N/A N/A N/A   0.84   0.98   0.94   0.96   0.96   0.81   0.91   0.85   0.71   0.83   0.88   0.95   0.98   0.95   0.94   0.95   0.94   0.80   0.99   0.99   0.99   0.79   0.96   0.98   0.94 N/A   0.98   0.99   0.78   0.74 N/A N/A   0.87   0.82 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.91   0.85   0.94   0.89   0.98 N/A   0.91   0.89   0.91   0.83   0.77   0.82 N/A   0.76   0.72   0.72   0.85 N/A   0.73 N/A   0.74 N/A N/A   0.89   0.85   0.88   0.97   0.93   0.86   0.80   0.77   0.71   0.77 N/A   0.95   0.99   0.80   0.90   0.94   0.93   0.76   0.81   0.99   0.96   0.94   0.98   0.98   0.91   0.73   0.95   0.99 N/A   0.81   0.92   0.81 N/A N/A 
  0.75   0.98   0.95   0.95   0.94   0.79 N/A   0.83   0.94   0.93   0.72   0.93 N/A   0.74   0.80 N/A   0.77   0.80 N/A N/A N/A N/A N/A   0.94   0.81 N/A   0.86   0.72   0.90   0.89   0.76   0.71   0.80 N/A   0.89   0.93   0.91   0.92   0.94   0.95   0.92   0.96   0.93   0.96   0.93   0.94   0.96   1.00   0.87   0.85   0.82   0.73   0.95   0.87   0.94   0.74   0.83 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.90   0.89   0.97   0.87   0.97   0.76   0.90   0.84   0.95   0.89   0.75   0.95 N/A   0.81   0.88   0.72   0.86   0.82   0.80 N/A N/A N/A N/A   0.90   0.97   0.95   0.99   0.88   0.80   0.90   0.85 N/A   0.82   0.83   0.90   0.96   0.83   0.97   0.89   0.91   0.73   0.97   0.96   0.93   0.94   0.96   0.97   0.93 N/A   0.93   0.98   0.76 N/A N/A N/A   0.84   0.76 
  0.94   0.94   0.97   0.89   0.98   0.78   0.95   0.85   0.96   0.89   0.77   0.98 N/A   0.85   0.89   0.77   0.90   0.86   0.82 N/A N/A   0.72 N/A   0.90   0.99   0.95   0.95   0.91   0.84   0.92   0.89 N/A   0.85   0.86   0.93   0.99   0.88   0.93   0.95   0.94   0.77   0.99   0.99   0.96   0.96   0.95   0.98   0.96 N/A   0.96   0.99   0.79 N/A N/A N/A   0.87   0.80 
  0.72   0.79 N/A   0.73   0.74 N/A N/A N/A   0.79 N/A N/A N/A   0.77 N/A   0.80 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.73 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.78 N/A N/A N/A N/A   0.75   0.75 N/A N/A N/A   0.71   1.00 N/A   0.73 N/A N/A N/A 
  0.72 N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.78 N/A   0.72   0.75 N/A   0.71 N/A N/A N/A N/A N/A   0.77   0.75 N/A   0.75 N/A N/A N/A   0.79   0.78 N/A   0.76 N/A N/A N/A N/A N/A N/A N/A   0.72 N/A N/A N/A N/A N/A N/A N/A N/A N/A   0.99   0.70   0.87   0.80   0.85 
N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A N/A 
  0.80   0.71 N/A   0.75   0.75 N/A   0.75   0.77 N/A   0.71 N/A N/A N/A   0.84   0.75   0.84   0.83   0.73   0.75 N/A N/A N/A N/A N/A   0.84   0.81   0.76   0.85 N/A   0.70 N/A   0.90   0.84 N/A   0.85   0.81 N/A N/A   0.72   0.76   0.74 N/A   0.83 N/A N/A   0.76   0.76 N/A N/A   0.72   0.78 N/A   0.87   0.79   1.00   0.86   0.83 
  0.97   0.85 N/A   0.90   0.92 N/A   0.93   0.86   0.85   0.84   0.72   0.74 N/A   0.96   0.86   0.94   0.96   0.91   0.91 N/A N/A N/A N/A N/A   0.96   0.94   0.91   0.96 N/A   0.86 N/A   0.92   0.95   0.84   0.95   0.95   0.80   0.72   0.94   0.92   0.87   0.73   0.96   0.84 N/A   0.93   0.92   0.88 N/A   0.87   0.93   0.82   0.90 N/A   0.91   1.00   0.95 
  0.91   0.80 N/A   0.85   0.86 N/A   0.86   0.81   0.78   0.79 N/A N/A N/A   0.97   0.79   0.92   0.92   0.92   0.91 N/A N/A N/A N/A N/A   0.92   0.89   0.86   0.93 N/A   0.80 N/A   0.89   0.93   0.77   0.92   0.91 N/A N/A   0.82   0.86   0.79 N/A   0.92   0.72 N/A   0.87   0.86   0.79 N/A   0.83   0.88   0.77   0.86 N/A   0.89   0.91   0.99 
