84.02 1 0 1.21 0.55 
-26.03 0 1 1.03 0.51 
44.15 0 0 0.71 0.52 
87.62 0 1 2.18 0.26 
73.21 1 0 1.31 0.24 
81.09 1 0 1.78 0.43 
32.08 1 1 0.77 0.32 
87.45 0 0 1.78 0.24 
-9.73 0 1 1.98 0.27 
12.97 0 0 1.83 0.26 
12.42 1 1 1.85 0.26 
-8.29 1 0 2.03 0.27 
87.41 0 0 1.72 0.19 
80.98 1 0 1.73 0.22 
-86.97 0 0 1.72 0.20 
78.51 0 1 1.74 0.23 
